gene,log2fc,coef_adjusted,pval,padj
SERPINB1,0.4158861245506572,0.3055929176423408,0.019102660489878267,0.0655967123676297
METTL7A,0.1554490127307871,0.11137498550088308,0.019135988673897125,0.06567096785886041
TAX1BP1,-0.2513240306224575,-0.16738439860235899,0.019179153017945115,0.06577886771619196
FAM71D,-0.13387430512800033,-0.09065672267153671,0.019202759804612814,0.06581960003890196
GBGT1,0.13058802838856676,0.09162829816906201,0.01925956379745,0.06597400028540411
ARFIP1,-0.1202254824837202,-0.08165571834750987,0.019298718290271473,0.06606779031526128
MFSD1,0.19189209345295352,0.14186594734545327,0.019339897076494382,0.06616839176598169
RBM7,-0.15569471144537597,-0.10897056584665363,0.01940222154389347,0.06634117311565281
STT3B,-0.1906848397373907,-0.1252074497704841,0.019419358463905658,0.06635933029292
ZCCHC7,-0.14501792099065602,-0.09707713421718875,0.019452588965709297,0.06640483950093207
ALKBH6,-0.11754492864062542,-0.0788348307692393,0.01946625486161078,0.06640483950093207
UBE2A,-0.23418636792277445,-0.15476407181803495,0.019468180534491755,0.06640483950093207
MARCH7,-0.18674740443504348,-0.12385734821866537,0.019481139464990988,0.06640867165131496
POMC,-0.19245832483308797,-0.13346781330773658,0.01949950569145088,0.06643092072539823
PPP2R5A,-0.16062163818054667,-0.10794876874412447,0.019528309611300265,0.06648868035740643
PIGC,-0.22150000318838528,-0.1518890205346123,0.019571782338380316,0.06659628302040749
LILRA1,0.17980358340862623,0.12572792281969838,0.019662873849431627,0.06678473678520633
FERMT3,-0.3353506047525738,-0.21780901898876437,0.019659351599660424,0.06678473678520633
MITD1,-0.1643588319327112,-0.11269355483256385,0.019661116320810773,0.06678473678520633
DBP,-0.14194942803179317,-0.09902312098776683,0.019682506444142194,0.06681097619968654
HMCES,-0.11672674267697697,-0.07939013339283577,0.01978619195043237,0.06712232347876422
TIA1,-0.1728187337710625,-0.11679597427214532,0.019937060644884826,0.0675932611954373
PIGH,-0.132855716380434,-0.09108414427174713,0.0199816183152246,0.06770341809584857
DGKD,-0.1162942600546354,-0.07832292215945538,0.02014531165166354,0.06821686401779369
MAGOHB,-0.1196086344596537,-0.08137095900538828,0.02024524759194051,0.06851392294232703
DPEP2,0.22493984968612368,0.15272237224470694,0.020371716256950112,0.06890036161407298
SNCA,0.1183802913715288,0.08416777649740241,0.020389966896731088,0.06892054473346876
ZDHHC1,0.1351478151598081,0.09410669289249599,0.020478143265376638,0.06917691864059501
FGR,0.3700201573833802,0.2754798192151376,0.020522396259056778,0.06928469639564837
UQCR10,0.37106409207411745,0.2621154822795524,0.020647698769634168,0.06966580745424975
HSPE1,-0.2472069164456214,-0.1694695052916002,0.02069672064650694,0.06978924251655676
MRPL46,-0.17324435858520093,-0.11772064660623421,0.020725907067204806,0.06984568441686857
MRPL54,0.30612520593049225,0.22087698786196494,0.020814975558336692,0.0701037382099803
DPF2,-0.18348113142768838,-0.12594747080529173,0.020837995683071753,0.07013916843294277
ATPIF1,-0.33243029634526056,-0.22101287779671752,0.02085612931178767,0.07015811844630733
TMA7,-0.4336372278681366,-0.2907817257269299,0.02094525630417196,0.07035553584608667
RASGRP4,0.12417060326077785,0.08939002482748915,0.02093043833848424,0.07035553584608667
TMEM66,-0.44302842650982566,-0.2779846504857649,0.020952432792516632,0.07035553584608667
TCN2,0.14115769514963053,0.09752777614553157,0.020973727505915696,0.07038491927972067
OARD1,-0.16472095215301852,-0.11471128919537163,0.021001966029594536,0.07043755612196947
APOA1BP,-0.2156113172228427,-0.1507077804919813,0.021015107311340958,0.07043952635838358
CTNNA1,0.1945021021624475,0.13272369045511165,0.021038986188071762,0.07047746358284815
ARL11,0.14993836612967235,0.10301525208892812,0.021160431071280555,0.07083915499969523
OLIG1,0.1209365340047968,0.08535854526203386,0.02117220868552645,0.07083915499969523
EWSR1,-0.2829188559233073,-0.184173966728052,0.021228407908565502,0.07098486101010788
VAMP3,0.20698163626134278,0.1525054565611689,0.021307216064672358,0.07120594957646015
RAB20,0.12501012582204896,0.08882924518562418,0.02141204159318033,0.07144214170670986
IQSEC1,0.16315927444077447,0.11838298152588556,0.021415265498727794,0.07144214170670986
GMPR,0.1364632137160166,0.09782437841284575,0.021416090242503294,0.07144214170670986
PTGIR,0.12153605477678887,0.08632535111228656,0.021480420714864622,0.07157163932963503
EPSTI1,0.30223474338966194,0.224972356213744,0.02147858210888659,0.07157163932963503
SP140L,-0.17525013849763546,-0.11812641534233169,0.02152871303460728,0.07168997557102758
LEPROTL1,-0.23066388376129648,-0.15760380982819477,0.021559712186131313,0.07170808836774321
CLEC2D,-0.1279248125464621,-0.08790729285178775,0.02154791905462151,0.07170808836774321
CBFB,-0.13117872430078645,-0.0897567767250988,0.021587298194825248,0.07175730460377042
RPL7L1,-0.24246159264084613,-0.1643895454873614,0.02160992764326364,0.07178999645136311
RGCC,0.22965569996410734,0.15704561277041607,0.021689676507579227,0.07201229283078524
ADAM15,0.11944410080735639,0.08454410815973253,0.02172899865375162,0.07210018417871103
SLA,-0.25224878133614687,-0.1743876595798447,0.021779265484254233,0.07220255740645792
RUVBL2,-0.17357292069075864,-0.11609558713914049,0.021785587183948185,0.07220255740645792
AGPAT2,0.20188598379675998,0.14794743236514432,0.02180343334131708,0.07221904632711343
PLEKHA3,-0.13378566956931193,-0.09121445245303529,0.02184795665422184,0.07231117517124533
THAP11,-0.18210142210897284,-0.12420295490980521,0.021857022472007142,0.07231117517124533
SAMD4A,0.13025256547914318,0.09173056146085865,0.02192794127404602,0.07250305155490408
SIGLEC5,0.10793302251330095,0.07912615531973502,0.02202099708706011,0.07275952919874391
PSMC3,-0.2829541983580596,-0.18300274631003352,0.02203144539452253,0.07275952919874391
IARS,-0.12440418794739658,-0.08621550515395207,0.022059621940748873,0.07280972865267173
FGD2,0.14797475421344622,0.10530129866912219,0.022104640126616743,0.07291144826333303
NIPA2,-0.16890173215742094,-0.11655433020283397,0.022116429325288327,0.07291144826333303
RTF1,-0.26080857284790243,-0.17481968283032026,0.02217051131791385,0.07304682266871088
TMUB2,-0.16640657561195626,-0.11272191111352836,0.022262165702943437,0.07330575807465706
BPTF,-0.17676012467437957,-0.122836940038363,0.022288309032762348,0.07334879881690883
MLTK,0.12249154738931993,0.08617250282600207,0.022323985224738486,0.07342314249472898
RAB11A,-0.2180326609643402,-0.1475632462744374,0.02234714926302079,0.07345627095185099
MEA1,-0.2513900289647261,-0.16658526056109663,0.022436297317545952,0.0737061266093386
SNX3,0.3791265527552405,0.2860605812290737,0.022547278651912347,0.074027373034453
GCDH,-0.13076679360522298,-0.09099247982435313,0.0226694908468896,0.07438509540461845
PRDX6,0.3374366683162142,0.24063954909557447,0.022775165186291895,0.0746881659031466
PPBP,0.12428015620937745,0.08768107099013567,0.02281175445854421,0.07476445926804413
VCP,-0.23323758263362704,-0.16132664453803355,0.022827747545067497,0.07477319992724678
MORF4L1,-0.37349721662719904,-0.24377763748703735,0.02287191690611998,0.0748305106473698
MAGOH,-0.23959105171312636,-0.15564928211912693,0.02286913248658567,0.0748305106473698
MRPS12,-0.2522396877534825,-0.1659409088313444,0.022894281836186286,0.07486003227438301
UQCRH,0.391436210990746,0.2727310033249402,0.022910933385199252,0.0748708487037583
MACF1,-0.16394036589641495,-0.11300345913081689,0.023072719554810175,0.07535566322586722
ENY2,0.2903830749534041,0.21175339753585984,0.023108150278922893,0.07542747598315087
MILR1,0.09193251985003843,0.06827910254021198,0.02323800772228275,0.07580724495914448
TMUB1,-0.1819546994099555,-0.12185617267214063,0.023257821259210835,0.0758277949363347
SDHB,0.3243610423494284,0.23838784384961956,0.023326893703211272,0.0759647130404634
CSK,-0.3451704701515384,-0.22858843025714773,0.023315253117626614,0.0759647130404634
RNPEP,0.24716359831543533,0.17727099325911325,0.023405364464105998,0.07617604408822433
UXS1,-0.15812007528133737,-0.10902476942658249,0.023437776882738525,0.07619314373641127
PPHLN1,-0.24602819035227041,-0.1628217443377984,0.023437109937800835,0.07619314373641127
ANAPC5,-0.22683570043790985,-0.14935662229387733,0.023459570327100738,0.0762198315607193
GNB1,0.2454016575551772,0.17982102629171723,0.023485999743044952,0.07626154198971367
ETS2,0.10980273190215598,0.07947798272547696,0.023511683199098483,0.07630078336040579
NANS,0.23163184511601506,0.1739611142972544,0.02352687977440569,0.07630596671340481
RNASE4,0.11110698383280544,0.08089611511502814,0.023577598285366343,0.07642628768295237
NCBP2,-0.22126550484393384,-0.15126971864703692,0.02363852653450611,0.0765795452569941
RAD50,-0.1488808663073483,-0.09861117761865482,0.023663835880966506,0.07661730128569133
EPB41L3,0.13537962627533978,0.09783480503985416,0.023746041903045943,0.07683912405881821
SARS,-0.23445143618341674,-0.15758437180991772,0.023802639919902023,0.07697787469197133
LACTB,0.21414871226641133,0.15238737245786732,0.02381936601639703,0.07698759373156898
PKN1,-0.2637704580610617,-0.1803309909006597,0.023963280513609214,0.0774081559941631
NADK,0.17513302906131356,0.12250617932614895,0.0240523928704202,0.07758111284545866
SCRN2,-0.13536954379243296,-0.09378938744960556,0.02405830268242703,0.07758111284545866
FLNA,-0.3840318419231495,-0.25782601686171663,0.024042475051127846,0.07758111284545866
TIPRL,-0.1554270311982237,-0.1047242176852729,0.024122904602738922,0.0777447545812568
UQCRC1,0.295546682062909,0.21841698451108205,0.024165424716200277,0.07783708271102167
ZGLP1,0.12655915206053892,0.087632142350822,0.024183618715459505,0.0778509951878619
IQGAP2,-0.2273705664820932,-0.15132582987003368,0.024306123676963838,0.07820049309142436
NPLOC4,0.1286460110439396,0.08959351529862015,0.02432060144754917,0.07820223193249191
ETV6,0.163136056782908,0.1117073389397234,0.024466029117157,0.0786247934572554
RNF2,-0.11886098288069036,-0.08060239145636462,0.024511775588168774,0.078726715984668
CTD-2006K23.1,0.12439535233870849,0.08693086619471549,0.02466244057022237,0.07916530551459823
CLEC4D,0.13126964937851446,0.09086169195374084,0.02477793207715324,0.07949055282155909
IL13RA1,0.12344705075076665,0.08865102038726103,0.024887769796768416,0.07979730075981005
SMAP2,0.2579292393071573,0.18735269818687636,0.02491216870101794,0.07982991352450695
SQRDL,0.2431910785523121,0.18230155394852587,0.02535894683370502,0.08121521157757926
UFC1,-0.36106768648404214,-0.2399105219142816,0.025420932098346415,0.08136728465705746
METTL9,0.3461707212489565,0.24644698279426427,0.02547084342117115,0.08148056011185366
MYCBP2,0.13647398412952688,0.09878789967976886,0.025539735177081375,0.0816543897883781
HEXA,-0.2470503692376735,-0.16311388361794585,0.02562108326808373,0.08186782358611493
RP11-169K16.9,0.14760614164806884,0.10411676675258841,0.025652425431845285,0.08192131991922817
UBR5,-0.11918537440696465,-0.0827379845460403,0.025678574296850762,0.08195817996565963
ANG,0.11300151246796311,0.08059157375777892,0.025696794129216917,0.08196970543435822
JUP,0.09698312360901086,0.07185255231560786,0.02577510093425714,0.08217277917165727
FASTK,-0.1581035434490232,-0.10713713516701376,0.025808691924828642,0.08223314616139325
AP5B1,0.14728704933722425,0.10349450050013168,0.02585921278465508,0.08234735694364338
HPCAL1,0.23968301943567524,0.16076756526985034,0.02603974716127397,0.08282824337976658
RAB24,0.24345943598115216,0.17723233124589122,0.026032888702252264,0.08282824337976658
SECTM1,0.13115638805400562,0.0914430516836136,0.02609474549180421,0.08290918287345041
SNRPD1,-0.29303491844272045,-0.19619948023985012,0.026089332246491584,0.08290918287345041
PRMT1,-0.23559118670851595,-0.15132914799078037,0.026137587642918545,0.08296826436683546
HIST1H4C,-0.16276848686235146,-0.11106853812165011,0.026142914168698114,0.08296826436683546
ZBTB1,-0.11651866516726433,-0.07778467700433288,0.026182837065571972,0.0830479925239821
VPS33A,-0.11315746848554864,-0.0743258017163265,0.02619841709899346,0.08305046234036853
MR1,-0.15595152453877686,-0.10618751747228555,0.026321691427573884,0.08339413359690404
SNUPN,-0.11925931619791998,-0.08119964258992124,0.02677626150886659,0.0847864578590578
AK3,-0.16606081524131228,-0.11165994737395718,0.02690350227479466,0.08514131486964062
UBR4,0.21112863242376634,0.14829690007822657,0.02700503918530499,0.08541447286851539
PSMA6,-0.21359492813063308,-0.13858616429082402,0.02702122941546598,0.08541753140855189
TM7SF3,-0.1605253816406419,-0.10632999926710804,0.027048857613233564,0.08545672301117878
STK24,0.10629627437395528,0.07698070674312094,0.027090210842217556,0.08550671763799925
PIN4,-0.1929127674901616,-0.12947503747911657,0.027095160213930256,0.08550671763799925
MS4A4A,0.10149444351945591,0.07459676849639098,0.027175719682196696,0.08571273925621453
PCID2,-0.14075251477311343,-0.09695911518632089,0.027228247911358156,0.08583016799473629
RECQL,-0.1423302621142975,-0.09819587413574807,0.027358344276494008,0.08619184151342385
IDS,-0.29805160937272585,-0.20026017600751672,0.02740084991520484,0.08622892253180839
TRPV2,-0.15053140530551,-0.10444415535059902,0.027394547543430084,0.08622892253180839
UBL5,0.3464557824927616,0.25954536657202104,0.027482560124619734,0.08642873525047762
SERPING1,0.1396074757815002,0.09641112776166422,0.027495151028711914,0.08642873525047762
ABHD14B,-0.21604479949434244,-0.14559301451376205,0.027538619381868152,0.08651690557203931
ARPC2,-0.3793441967999074,-0.2449301209913388,0.02759294714463058,0.08663907466621275
HDLBP,0.18583439153727555,0.13437087251923704,0.02765138977479498,0.0867740201489791
NDUFS2,-0.26988295794887085,-0.17905157497914703,0.027845030833508016,0.08723532552027553
OGFRL1,0.14994903980294153,0.10459286983902588,0.027823583782875104,0.08723532552027553
C19orf48,-0.11691215072352276,-0.07904418903079798,0.02783456102348162,0.08723532552027553
HNRNPU,-0.2916244887229945,-0.18904825745614431,0.027921520686244726,0.08742614540765578
RPL26,0.24551211341269386,0.17640610507267918,0.027949933387296306,0.08746559182336597
ATP6V0D1,0.2871108040511001,0.21815316777617216,0.027965295264858057,0.08746559182336597
ERCC3,-0.11437354706088387,-0.07834836677750016,0.028127596717658028,0.08786534218430003
GBP5,-0.15590296093773948,-0.10596521059169292,0.028121875919172888,0.08786534218430003
CASP4,0.37200277338252663,0.2651303526198167,0.02814008552935077,0.08786534218430003
SLC12A9,0.13436546608103317,0.09585511314954986,0.028241915356924135,0.08813425309660808
CDC42EP2,0.12927758508248624,0.08892522038840675,0.02830088338632188,0.08826918103427019
VTI1A,0.12571215900287094,0.09209875750075759,0.028417827248410313,0.08858468260601682
FXYD6,0.11971356537451137,0.08338007690864113,0.02866926425434101,0.0892692795400152
DUSP11,-0.16160909806830687,-0.11184190314892417,0.02865886869318276,0.0892692795400152
INPP4A,-0.19042043790952048,-0.13382978533879267,0.028830258572508795,0.08967105368644504
RBMX,-0.30788046086519805,-0.20072239138869008,0.028815956407532678,0.08967105368644504
KLC1,-0.14117606504652583,-0.09809007946839779,0.028920021804460096,0.08990041127137152
PNP,0.12949210119269056,0.0929162442228942,0.029013193927684502,0.090140105829589
SNX8,0.10050532829868118,0.07267860153310185,0.02912545766849662,0.09043881736465663
FLOT2,0.17606084321597137,0.1292005652371909,0.029205921133782883,0.0906385085628627
YBEY,-0.13865974388608934,-0.09590680096461816,0.02925901325528966,0.09075308091510795
KRT10,-0.2529490086991348,-0.17353233953838057,0.029395207808978148,0.09112514420783226
CAND1,-0.12345517693101991,-0.08684396958135619,0.02943324198754011,0.0911926674721632
CD151,0.14276550720796854,0.1088660949703524,0.029503341777185957,0.09125868286206748
TTC19,-0.14974453093323428,-0.10210879729563911,0.029483382894043668,0.09125868286206748
CAMKK2,0.15172927521768517,0.10570440902183292,0.02949191313177256,0.09125868286206748
MAPRE2,-0.16222725746008618,-0.10797578594960273,0.029609530678695258,0.09153668134333834
ESYT2,-0.13960336969571085,-0.09540302469771109,0.029632551648241027,0.09155740489993415
SLCO3A1,0.13080402784913478,0.09464947946507896,0.029699838856787134,0.09166435413940187
PTPRN2,-0.13264826230783075,-0.09074130340782595,0.029683642693525674,0.09166435413940187
ZNF593,0.17092676337783644,0.12205112511354022,0.029716414967086352,0.09166509311727407
TIMM10,0.14090153774008607,0.09949425842481507,0.029786739340214682,0.09173073240282359
C4orf3,-0.3596551069811805,-0.24165350271940386,0.029773376031903224,0.09173073240282359
CAPZB,-0.43264110435433917,-0.2726275999554273,0.02977947817409758,0.09173073240282359
NPM1,-0.4490843656033323,-0.28259131772851,0.029810735122156335,0.09175427030741591
EEF1B2,-0.4305563306605802,-0.27889169292092264,0.029854175806433517,0.09183759893086539
DESI1,0.15076024972031435,0.11312229794429997,0.029881969179526752,0.09187272825552033
CXorf21,0.09920847162201882,0.07258713268508318,0.029905547041566515,0.09189486552586512
IMPDH1,0.21142283024589853,0.1529952955742091,0.029948534569427452,0.09197658865301446
IGBP1,0.31374012475840757,0.22567396668806589,0.03011482828164138,0.09243670759753271
EIF3D,0.2932596137760727,0.220677418932472,0.030147562800245702,0.09248659096346562
DIS3,-0.12310765373820458,-0.08612068964244257,0.030307152020243033,0.09287462041812325
APOBR,-0.19796731610118817,-0.13563222711515155,0.030303959151291988,0.09287462041812325
HSPB1,-0.20194768257275703,-0.13281939890301178,0.03041004035558135,0.09313904827247105
NSMCE1,-0.23475608195158887,-0.15708662436345466,0.03049469992989502,0.09334738751044241
FFAR2,0.1183964147450472,0.08278235088131478,0.030533889873912805,0.0934163882674617
MSRA,0.1453550714798412,0.10618554779714107,0.03059670697752258,0.09355756013671891
RP11-66N24.4,-0.12412598451179463,-0.08398251437570921,0.03069655121108678,0.09381173684390409
HSPA6,0.14111415129221522,0.09941168352535455,0.030744152550811407,0.09390606421480828
TMEM59,-0.3757811462306571,-0.25120865751092547,0.030771235548857172,0.09393765106889967
SURF4,-0.16741309332721518,-0.11468314263627045,0.03078913442002499,0.09394118174592726
UVRAG,-0.1238670968776677,-0.08548708534191266,0.030831226468749518,0.09401848462834432
SH2B2,0.11973094637116419,0.08383173087159122,0.030963664560539696,0.09437106021140045
NT5C,-0.24047398914482465,-0.16316601158453892,0.03113965580065463,0.09477839941297451
UBE2L3,-0.31733456216144024,-0.20704646585347733,0.0311251284442375,0.09477839941297451
KCTD12,0.11330242836239462,0.08458816042867369,0.031147989398952948,0.09477839941297451
CIITA,0.11610387526013027,0.08562700161496525,0.03131173661231697,0.095225015789545
PDE4B,0.10447271008010989,0.0748177736351775,0.031423845602001996,0.09551419158875038
PGK1,0.3225765073684132,0.2492670775432258,0.0315820015423945,0.09593416826168663
MRPS34,-0.32110721658642954,-0.20841652965675167,0.03159621153940419,0.09593416826168663
MT-CO1,0.2042527875401026,0.14518423450328113,0.03163084661447302,0.09598738796852792
GABARAPL1,0.2076214762160465,0.14686685742520567,0.03166894159684718,0.09605104394589704
NCOA7,-0.10336836648325708,-0.07006830054574997,0.0316976426621157,0.09606306129775759
CYP27A1,0.14595944001280448,0.10242136904233753,0.03170714480902639,0.09606306129775759
AASDHPPT,-0.15015370990638394,-0.10128580950721394,0.03172554539945797,0.09606693752636732
TYW3,0.11610941095170492,0.08032217838486616,0.03175695590298343,0.09611018315622438
MTPN,0.21029735428082094,0.15511977602655924,0.03179335903107228,0.096168483840079
KDELR1,0.2253316476626205,0.16248924034474,0.03183118075035932,0.09623101033958303
SPRTN,-0.10761777831426943,-0.07432119651786613,0.0318993883339528,0.09638528160571305
TRMU,-0.11438179147920961,-0.07695054411900563,0.03207796656317748,0.09676853246558541
MTHFS,0.23307207083000295,0.16664105725948625,0.03205713249986475,0.09676853246558541
ARL6IP6,-0.15117324455853,-0.09952246973103175,0.032063571660963304,0.09676853246558541
FAM45A,0.21670863102884153,0.15031933187405502,0.032183543038516456,0.09703485222413531
MEGF9,0.15068528678236953,0.10380833111518747,0.03221175210095283,0.09706774491860705
FUCA2,0.1171588383383541,0.08655694288478501,0.0322329039838467,0.09707934742531607
VASP,0.3043309539297033,0.23219744269559275,0.0323063960108702,0.09724849142542527
TCEAL3,-0.1254399749600492,-0.08892420360012719,0.03239018608306051,0.09739621335051048
EMR2,0.12244110272803872,0.08542078018940077,0.03237753728890265,0.09739621335051048
WDR13,0.17641300994036002,0.1243262416012034,0.032433620261583744,0.09747458130034622
AIMP1,-0.1638311784109484,-0.10921433660580326,0.03249403021118381,0.09760385627138776
ARID3A,0.10449489584207118,0.07438394069391975,0.03254272717078189,0.09769782886851643
MESDC1,-0.15719464738596028,-0.1056616046978686,0.03280997841529757,0.09844748068889554
DPYSL2,0.08578295770096835,0.06349533080876371,0.03293738259120865,0.09877693945444777
NUP88,-0.11160330426536415,-0.07535903930731146,0.03304734524085722,0.09902654834377643
KTN1,-0.20743003802780485,-0.14955594901159053,0.0330559125018523,0.09902654834377643
ATG4B,-0.16674090988523357,-0.11622957080080674,0.03317599700164559,0.09933325462979371
KPNA2,-0.12179813483887243,-0.07906326000980266,0.0332563564553695,0.0995207552379084
PDAP1,-0.2534489407673616,-0.1685109976991631,0.03346017189051578,0.1000773051586802
SPTSSA,0.19796058727997318,0.13344863123038095,0.03358566345941874,0.10039912502439986
LILRA6,0.10549493196117571,0.07531487315822749,0.033609128214365055,0.10041577125175843
DNAJB2,-0.13723350251139976,-0.09031423836527219,0.033687532167392016,0.10059645715339893
CD55,0.25803967366684255,0.19232175582169597,0.0337741686862458,0.1008015215417687
SYTL3,-0.1348429544133224,-0.09265048332059526,0.03382913996298449,0.10091191086246995
LAS1L,-0.12708297896832,-0.08713223406219318,0.034011233095549126,0.10140118432472164
HIST1H2BK,-0.18002733283739875,-0.12340807047411254,0.034135198727589425,0.10171672865666716
GAS2L1,0.10539321497210603,0.07516823611937512,0.03433662410336491,0.10226263155200664
PBX2,0.11949395427827524,0.08234215703556955,0.03441439374413705,0.10243987442883448
RP11-295G20.2,0.12567711753775765,0.08581896915487319,0.03444586284335941,0.10247918155572093
SAMD4B,0.09972033498664926,0.0712917093157452,0.034481769122443065,0.102481812515899
TACC3,0.14435006936169303,0.10015451848562908,0.03448327607022229,0.102481812515899
SNRPA,-0.16242715504496716,-0.10733826291274645,0.03461623297268186,0.10276808635434811
MAEA,-0.14984217408326164,-0.10077111994775467,0.034602983171348835,0.10276808635434811
FAM104A,-0.15851314162988434,-0.10454210128301851,0.03475539795002949,0.10312667260582521
ATP5SL,-0.18032842071448113,-0.12391412035507844,0.03483391281048264,0.10330501309704974
CARS,0.10301358777235846,0.07302997490977609,0.0348695937595695,0.10335620210509482
SPG11,-0.13432950020917148,-0.095258753599053,0.03500654460495027,0.10370735046376767
COX7A2,-0.3485921509817794,-0.22918365206427305,0.03505409033682265,0.10373990695422955
PSMB8,-0.39610356216118636,-0.25453775938263445,0.035054511421354344,0.10373990695422955
ELOF1,-0.2159592381255382,-0.13920369069820088,0.03510187553816017,0.1038253155743894
DPM2,-0.19682064327439175,-0.1290897598969479,0.03515264882964574,0.10392071263600751
TP53RK,-0.14032724467319244,-0.09690145864383501,0.03528737742747015,0.10426407306241971
RAB3GAP1,0.10735419340399081,0.0756772474695316,0.03540707440184646,0.10450767725868516
C9orf78,-0.2772698277817421,-0.18391385431847723,0.03538994968043155,0.10450767725868516
SIGMAR1,-0.13812444788527886,-0.09547891660355012,0.03549165562512478,0.10470225011176401
PIM3,0.1661690353243677,0.11891692774479663,0.035531013363038724,0.10472287816634389
STARD3NL,-0.22321127356013296,-0.15167039545492797,0.035535975767014574,0.10472287816634389
CCNB1IP1,-0.11612717890932218,-0.07850449056570094,0.035555131229393584,0.10472432615649732
IRAK3,0.1249531350711193,0.08949827342790156,0.035674329380530445,0.10502028444604214
EXT2,-0.11317883732991833,-0.0789137030796287,0.03594241535435344,0.10575400763150349
NPEPL1,0.12705381716008307,0.08944893044286191,0.03596960886250002,0.10577855101021363
RBM47,0.09013584396876387,0.06528556189446376,0.03600003793119743,0.10581257874905646
HCAR3,0.1145860208771092,0.08087932056896695,0.03602729239423067,0.1058372448293342
NUP85,-0.12721117053670686,-0.0854038075507143,0.036201882909010004,0.10629448718077192
QKI,0.16730033720174325,0.11544591245488287,0.03636132779050173,0.10662849553564584
NUCB1,-0.25992886009090777,-0.1705872224674943,0.036372650232619166,0.10662849553564584
QDPR,0.16136575336625167,0.1172646470028462,0.036366480847495095,0.10662849553564584
DNASE2,-0.19112126721178643,-0.12706388001262828,0.036499464514316696,0.10694438401557753
CALCOCO2,0.19638051817300248,0.14712331097798406,0.036538695358187406,0.10698105830982008
ST6GAL1,-0.14031096006593885,-0.09510422792840251,0.03655011384422119,0.10698105830982008
CAPN2,-0.2790866525054568,-0.17689211177240405,0.03661862760510353,0.1070698903034059
CCR1,0.11930206463557506,0.08628086016132742,0.03661352230069734,0.1070698903034059
DYNLRB1,-0.3149034584045063,-0.21158039645464766,0.036662639754202316,0.10712173217898945
DRAM2,0.21827816619844687,0.15867302680091744,0.03667454063729081,0.10712173217898945
NBPF10,0.19524253047007462,0.13943948884199464,0.03682795821809599,0.10751387802379635
MTMR14,0.21142588293795134,0.15403238001209524,0.03702088441592764,0.10802089571386896
GPKOW,-0.12145698575305469,-0.08341752320304477,0.037077840184941424,0.10813085305494093
CCNI,0.330571550850398,0.2549316098797554,0.03709731860364718,0.10813145697925419
SIGLEC9,0.1274252781881154,0.09170473321999521,0.03733529916642256,0.10876862078026842
OAF,0.09102050660142864,0.06571810694217248,0.03738823780802791,0.10886632192052134
CDH23,0.09057958608027912,0.06541298730948174,0.03740775732822273,0.10886666305428304
POLG,-0.1150134837558287,-0.08025248386187056,0.03743013625107326,0.10887532115332922
RPS19BP1,-0.30961039135456436,-0.20491331670094115,0.037495340587398195,0.10900847462999548
DBNL,-0.3197895285111814,-0.20516264672397536,0.03761335454044097,0.10929494165013687
C12orf44,0.1703893928362999,0.1237130572634931,0.03766915028485619,0.10940041524240585
RAB7A,-0.36715200271494114,-0.23296291652824072,0.03772008602741953,0.10948676471026467
TNFRSF1B,0.2637637292398467,0.19214483872517513,0.037737908207031164,0.10948676471026467
PGRMC1,-0.14278875711258204,-0.09908948833970546,0.03779691197455917,0.10960127808230052
SMIM15,-0.1713154764155334,-0.11639851501684358,0.037859287995298356,0.10967126867385922
MARCKS,0.13194076867784385,0.09279390085847898,0.03786014033528164,0.10967126867385922
MOSPD3,-0.14586683810423054,-0.1006350520131693,0.03790879740459636,0.10972618977962338
PSENEN,-0.26549555153837245,-0.17979737835685047,0.03791821101099443,0.10972618977962338
EVI5,0.09134454341348554,0.06589048511047288,0.03797402084207717,0.10983104687881184
ACER3,0.09096574087604452,0.065864699891346,0.038049356032162446,0.10999223941085187
RNF181,0.29082722014925727,0.20488856322653498,0.03812363607973723,0.11015021732410177
CD59,-0.12080788023303574,-0.08206015220355684,0.038262297488618514,0.11038033481163932
TNPO1,-0.11694401050959509,-0.07999431609802068,0.038258736445894864,0.11038033481163932
CHMP7,-0.12816471759550002,-0.08852034655314536,0.03824332661374974,0.11038033481163932
EAF2,0.14852914028850248,0.10633831822248731,0.03833323678958235,0.11052815602587182
ADPRH,0.09346546571067273,0.06703680137390278,0.0384781326724499,0.110888958615879
TCEAL8,-0.22527899947362515,-0.1572894076889614,0.03850804119314916,0.11091818230737165
IDI1,-0.1868769933624686,-0.1263474596031783,0.03859966525088763,0.11106806242191307
CNOT7,-0.16413254575983846,-0.1093324721505649,0.03859895080555732,0.11106806242191307
RGS18,0.13068701515305398,0.09385043891276221,0.038643158983811494,0.1111362199170509
PHF5A,-0.23378418649373175,-0.15484179128794798,0.038675618069587046,0.11117258862113366
FAM134C,-0.10983416173160115,-0.07483939680289556,0.038773776796058236,0.11139767619184986
TMX1,-0.19263252176058066,-0.1284315226293079,0.03880026893127617,0.11141673949508218
DNAJC19,-0.18052487864634484,-0.1261839688937212,0.03887503760628049,0.1115743406694833
COQ2,0.16238051549983631,0.11770202228112311,0.03901872035227426,0.11192946824980106
PCSK7,-0.20123767369650128,-0.134494617144977,0.039185705368735516,0.11235104385486715
ZNF75A,-0.12961927161408793,-0.09212729257168581,0.03920692682779345,0.1123524791857692
